date,symbol,open,high,low,close,Volume ETH,tradecount
01/04/2021 20:00,ETH/USDT,1974.25,1983.36,1965.68,1969.75,28037.01921,40438
01/04/2021 19:00,ETH/USDT,1967.13,1984.77,1960,1974.12,45471.66682,86153
01/04/2021 18:00,ETH/USDT,1940.3,1975.8,1885.02,1967.29,82278.39844,95076
01/04/2021 17:00,ETH/USDT,1946.39,1965.84,1929.5,1940.3,43246.6055,51902
01/04/2021 16:00,ETH/USDT,1944.39,1956.69,1938.55,1946.17,29182.16173,44564
01/04/2021 15:00,ETH/USDT,1932.04,1947.99,1929.71,1944.39,24177.76147,29528
01/04/2021 14:00,ETH/USDT,1934,1934.25,1920,1932.05,27174.12539,30029
01/04/2021 13:00,ETH/USDT,1921.99,1942,1921.48,1934,25383.51514,28727
01/04/2021 12:00,ETH/USDT,1920.08,1925.5,1911.98,1922,25877.50573,29926
01/04/2021 11:00,ETH/USDT,1929.5,1929.67,1906,1920.07,30921.81885,36610
01/04/2021 10:00,ETH/USDT,1937.44,1943.5,1922.44,1929.24,29397.38058,35172
01/04/2021 09:00,ETH/USDT,1943.36,1956.97,1934.33,1937.52,34334.57365,33711
01/04/2021 08:00,ETH/USDT,1926.3,1967.83,1926.3,1943.27,61862.43224,71083
01/04/2021 07:00,ETH/USDT,1915.25,1932.01,1909,1926.31,29163.82474,28909
01/04/2021 06:00,ETH/USDT,1909.12,1926.09,1909.11,1915.25,20287.66858,23379
01/04/2021 05:00,ETH/USDT,1916.22,1920.67,1902.91,1909.12,20097.21333,27659
01/04/2021 04:00,ETH/USDT,1923.04,1928.48,1899.88,1915.92,29712.77096,32764
01/04/2021 03:00,ETH/USDT,1925.34,1926,1912.64,1922.8,24068.29736,58272
01/04/2021 02:00,ETH/USDT,1940,1944.66,1924.29,1925.4,24216.36219,66770
01/04/2021 01:00,ETH/USDT,1932.37,1944,1923.61,1939.81,21968.95991,44749
01/04/2021 00:00,ETH/USDT,1919.37,1937.82,1919.37,1932.38,25987.42516,30153
31/03/2021 23:00,ETH/USDT,1903.97,1924.21,1901.62,1919.37,21224.77764,24971
31/03/2021 22:00,ETH/USDT,1930,1936.53,1903.34,1903.97,35335.71451,38252
31/03/2021 21:00,ETH/USDT,1939.11,1947.29,1923.86,1929.99,35865.19137,88389
31/03/2021 20:00,ETH/USDT,1900.63,1940,1891.92,1939.07,64382.45547,67496
31/03/2021 19:00,ETH/USDT,1891.9,1917.77,1891.73,1900.63,68418.66609,79689
31/03/2021 18:00,ETH/USDT,1852.94,1893.91,1851.05,1891.73,53344.02092,83624
31/03/2021 17:00,ETH/USDT,1846.27,1856.49,1843.72,1853.07,19115.80541,39762
31/03/2021 16:00,ETH/USDT,1849.1,1859.6,1838.28,1846.31,29921.61542,57269
31/03/2021 15:00,ETH/USDT,1834.24,1853.92,1831.76,1849.09,32267.26441,45489
31/03/2021 14:00,ETH/USDT,1829.05,1839.59,1824.39,1834.25,22031.90419,32140
31/03/2021 13:00,ETH/USDT,1815.3,1833.73,1813.01,1829.05,21535.97219,31798
31/03/2021 12:00,ETH/USDT,1808.74,1819.86,1797.51,1815.29,20431.08988,26391
31/03/2021 11:00,ETH/USDT,1800.52,1810.82,1799.12,1808.83,22144.73732,26888
31/03/2021 10:00,ETH/USDT,1807.81,1812.37,1785,1800.7,25303.93405,31676
31/03/2021 09:00,ETH/USDT,1807.6,1814.7,1799.19,1807.81,20648.55083,26651
31/03/2021 08:00,ETH/USDT,1814.04,1816.38,1768.15,1807.79,60548.95702,91370
31/03/2021 07:00,ETH/USDT,1852.63,1855.55,1801,1813.89,38472.53602,63238
31/03/2021 06:00,ETH/USDT,1832.23,1855,1829.12,1852.61,30307.73567,38817
31/03/2021 05:00,ETH/USDT,1824.99,1833.89,1819.99,1832.24,13477.93152,21447
31/03/2021 04:00,ETH/USDT,1823.18,1827.77,1815.82,1824.73,18528.81834,21810
31/03/2021 03:00,ETH/USDT,1839.3,1839.38,1810.99,1823.17,30217.49961,36517
31/03/2021 02:00,ETH/USDT,1847.63,1847.7,1838.48,1839.16,22843.09796,21678
31/03/2021 01:00,ETH/USDT,1858.03,1862.55,1843.63,1847.62,16858.71644,21837
31/03/2021 00:00,ETH/USDT,1840.41,1858.46,1839.01,1858.03,23768.86682,23163
30/03/2021 23:00,ETH/USDT,1838.95,1843.99,1837.01,1840.46,13679.19889,16209
30/03/2021 22:00,ETH/USDT,1844.86,1849,1836.7,1839.01,12876.44186,17564
30/03/2021 21:00,ETH/USDT,1839.78,1846,1838.6,1844.81,10882.36931,41601
30/03/2021 20:00,ETH/USDT,1858.27,1859.13,1833.5,1839.79,24157.3212,79212
30/03/2021 19:00,ETH/USDT,1842.12,1858.29,1839.38,1858.27,25608.58373,49592
30/03/2021 18:00,ETH/USDT,1835.14,1846.52,1835,1842.12,18267.93282,23198
30/03/2021 17:00,ETH/USDT,1831.08,1836.9,1831.07,1834.91,20278.45372,21377
30/03/2021 16:00,ETH/USDT,1830.61,1836.44,1827.78,1831.07,22202.13353,42853
30/03/2021 15:00,ETH/USDT,1836.93,1840.65,1826.87,1830.61,24996.37395,27592
30/03/2021 14:00,ETH/USDT,1832.75,1842.32,1826.05,1836.94,25291.01408,51971
30/03/2021 13:00,ETH/USDT,1839.74,1844.61,1830.12,1832.76,29494.56878,50293
30/03/2021 12:00,ETH/USDT,1848.86,1849.04,1835.38,1839.65,22172.83632,40547
30/03/2021 11:00,ETH/USDT,1836,1849.74,1835.48,1848.79,32480.13331,36173
30/03/2021 10:00,ETH/USDT,1834.29,1846.44,1822.99,1836.22,51351.60008,62530
30/03/2021 09:00,ETH/USDT,1814.3,1836.2,1810,1834.29,36783.83838,39559
30/03/2021 08:00,ETH/USDT,1818,1822.41,1804.3,1814.31,23768.41639,27033
30/03/2021 07:00,ETH/USDT,1816.52,1825,1812.46,1818.01,19803.61618,23988
30/03/2021 06:00,ETH/USDT,1808.37,1824,1803.07,1816.51,24283.32965,31762
30/03/2021 05:00,ETH/USDT,1803.91,1809.91,1797.76,1808.37,14879.93305,22864
30/03/2021 04:00,ETH/USDT,1797.27,1813.76,1787.94,1803.94,22239.0454,29399
30/03/2021 03:00,ETH/USDT,1793.88,1803.21,1791.59,1797.25,19969.73648,25030
30/03/2021 02:00,ETH/USDT,1807.5,1807.5,1786.3,1793.87,27929.85701,47938
30/03/2021 01:00,ETH/USDT,1810.13,1812.94,1800.19,1807.5,21958.68804,22453
30/03/2021 00:00,ETH/USDT,1816.76,1828,1809.87,1810.14,23486.5831,25355
29/03/2021 23:00,ETH/USDT,1813.78,1823.56,1798.86,1816.74,25004.81453,40127
29/03/2021 22:00,ETH/USDT,1808.84,1816.82,1806.95,1813.77,15392.84121,47063
29/03/2021 21:00,ETH/USDT,1808.04,1819.05,1806.79,1808.85,13438.88126,41679
29/03/2021 20:00,ETH/USDT,1816.1,1819,1805.5,1808.14,29814.68178,73590
29/03/2021 19:00,ETH/USDT,1827.7,1831.06,1808.98,1816.08,28158.02609,33672
29/03/2021 18:00,ETH/USDT,1834.44,1838.62,1814.96,1827.5,45932.60234,44388
29/03/2021 17:00,ETH/USDT,1806.54,1841,1802.75,1834.45,59657.2487,74282
29/03/2021 16:00,ETH/USDT,1787.86,1812.76,1775.98,1806.43,53664.27153,57364
29/03/2021 15:00,ETH/USDT,1781.98,1789.99,1760.19,1787.86,36183.1176,39816
29/03/2021 14:00,ETH/USDT,1781.61,1786.15,1776.31,1781.99,20121.87602,26449
29/03/2021 13:00,ETH/USDT,1774.99,1787.71,1767.84,1781.61,24103.78552,31358
29/03/2021 12:00,ETH/USDT,1764.3,1787.17,1763.79,1775,32666.70972,39109
29/03/2021 11:00,ETH/USDT,1770.8,1775.17,1760.05,1764.29,22849.55622,28954
29/03/2021 10:00,ETH/USDT,1757.93,1771.72,1753.28,1770.99,40857.04181,47279
29/03/2021 09:00,ETH/USDT,1735.03,1766.9,1735.01,1758.01,55247.99561,58884
29/03/2021 08:00,ETH/USDT,1704.24,1739.5,1704.24,1735.1,36359.64159,44395
29/03/2021 07:00,ETH/USDT,1697.12,1707.85,1696.52,1704.24,18082.94961,21709
29/03/2021 06:00,ETH/USDT,1689,1698.98,1688.7,1697.12,11391.69475,13580
29/03/2021 05:00,ETH/USDT,1696.83,1699.98,1685.5,1688.72,13787.7986,13270
29/03/2021 04:00,ETH/USDT,1696.51,1702,1693.07,1696.83,11490.91393,12806
29/03/2021 03:00,ETH/USDT,1695.19,1701,1694.19,1696.12,11584.78965,12106
29/03/2021 02:00,ETH/USDT,1684.51,1698.12,1681.9,1694.89,14714.44851,15099
29/03/2021 01:00,ETH/USDT,1684.63,1687.81,1677.85,1684.51,14094.34574,14091
29/03/2021 00:00,ETH/USDT,1687.16,1692.85,1681.25,1684.62,13124.43155,15766
28/03/2021 23:00,ETH/USDT,1683.82,1689.24,1676.57,1687.01,11385.13281,13154
28/03/2021 22:00,ETH/USDT,1674.37,1686.17,1671.04,1683.82,13018.2315,15359
28/03/2021 21:00,ETH/USDT,1667.49,1680.55,1665.08,1674.34,8431.3579,14622
28/03/2021 20:00,ETH/USDT,1675.03,1677,1664.63,1667.49,14831.15265,18130
28/03/2021 19:00,ETH/USDT,1673.67,1679.65,1661.4,1675.03,24072.76073,29172
28/03/2021 18:00,ETH/USDT,1702.53,1705.52,1673.02,1673.67,21645.22324,26614
28/03/2021 17:00,ETH/USDT,1704.56,1709.35,1698.94,1702.54,16159.38808,20381
28/03/2021 16:00,ETH/USDT,1709.01,1714.47,1699.43,1704.56,15103.15895,20983
28/03/2021 15:00,ETH/USDT,1700.23,1710.91,1695.5,1709,19606.72163,22223
28/03/2021 14:00,ETH/USDT,1694.41,1703.21,1688.64,1700.24,14407.22751,20688
28/03/2021 13:00,ETH/USDT,1691.34,1698.72,1689.48,1694.49,15918.71757,19488
28/03/2021 12:00,ETH/USDT,1703.36,1707.51,1682.06,1691.34,22897.00706,29823
28/03/2021 11:00,ETH/USDT,1710.91,1710.92,1699.63,1703.23,14763.59939,18857
28/03/2021 10:00,ETH/USDT,1713.38,1715.22,1701.66,1710.92,15596.49451,19323
28/03/2021 09:00,ETH/USDT,1718.71,1725.66,1709.75,1713.37,16457.548,22384
28/03/2021 08:00,ETH/USDT,1717.91,1719.49,1710.63,1718.71,10143.23235,15601
28/03/2021 07:00,ETH/USDT,1712.91,1718.88,1711.16,1718.06,9418.24329,13420
28/03/2021 06:00,ETH/USDT,1722.01,1722.42,1709.81,1712.92,10822.39262,43201
28/03/2021 05:00,ETH/USDT,1718.49,1722.86,1714.81,1721.77,10653.24915,14170
28/03/2021 04:00,ETH/USDT,1711,1722.08,1708.39,1718.48,12482.67385,29849
28/03/2021 03:00,ETH/USDT,1707.35,1714.27,1706.22,1710.97,10906.42311,17767
28/03/2021 02:00,ETH/USDT,1711.47,1713.45,1705.14,1707.34,12197.33147,31508
28/03/2021 01:00,ETH/USDT,1709.55,1715.06,1706.05,1711.55,11278.12013,14709
28/03/2021 00:00,ETH/USDT,1712.52,1717.59,1700.66,1709.55,16700.12564,20805
27/03/2021 23:00,ETH/USDT,1723.68,1726.78,1710.55,1712.63,17549.78829,19416
27/03/2021 22:00,ETH/USDT,1728.27,1732.67,1715.17,1723.59,17989.32766,21415
27/03/2021 21:00,ETH/USDT,1717.52,1732.5,1715.84,1728.27,18664.84612,26891
27/03/2021 20:00,ETH/USDT,1704.27,1719,1701.74,1717.52,16727.41408,21387
27/03/2021 19:00,ETH/USDT,1704.54,1708.34,1700.31,1704.16,15426.58535,18307
27/03/2021 18:00,ETH/USDT,1710.61,1711.35,1699.84,1704.54,14258.50569,17187
27/03/2021 17:00,ETH/USDT,1706.4,1711.94,1703.98,1710.59,20334.70836,24342
27/03/2021 16:00,ETH/USDT,1682.54,1708,1682.33,1706.43,36233.77945,35132
27/03/2021 15:00,ETH/USDT,1681.05,1690,1678.31,1682.5,17860.58267,26842
27/03/2021 14:00,ETH/USDT,1683.67,1683.85,1674.42,1681.01,14313.13977,17276
27/03/2021 13:00,ETH/USDT,1679.07,1687.06,1670.36,1683.66,17520.80271,19503
27/03/2021 12:00,ETH/USDT,1681.15,1685.11,1666.41,1679.2,25760.24304,30310
27/03/2021 11:00,ETH/USDT,1686.92,1688.34,1675.64,1681.12,22785.71892,26171
27/03/2021 10:00,ETH/USDT,1697.92,1701.26,1686.67,1686.78,15938.32997,19334
27/03/2021 09:00,ETH/USDT,1692.75,1698.1,1688,1697.77,12173.36116,15159
27/03/2021 08:00,ETH/USDT,1692.11,1694.83,1681.68,1692.86,18410.44162,20013
27/03/2021 07:00,ETH/USDT,1699.63,1700.53,1682.51,1692.06,18742.90251,19797
27/03/2021 06:00,ETH/USDT,1700.38,1705,1696.76,1699.77,13859.15183,16373
27/03/2021 05:00,ETH/USDT,1696.1,1703.57,1690.66,1700.37,12599.83629,15277
27/03/2021 04:00,ETH/USDT,1693.01,1704.18,1691,1696.1,12933.85825,15960
27/03/2021 03:00,ETH/USDT,1695.13,1697.53,1688.95,1693,10715.31101,13510
27/03/2021 02:00,ETH/USDT,1691.31,1699.37,1686.65,1695.13,15642.52778,17761
27/03/2021 01:00,ETH/USDT,1694.33,1707.1,1686.48,1691.3,20878.86475,20591
27/03/2021 00:00,ETH/USDT,1698.84,1718.48,1693.47,1694.45,36525.47229,38975
26/03/2021 23:00,ETH/USDT,1681.8,1699.93,1679.61,1698.84,20241.6117,23578
26/03/2021 22:00,ETH/USDT,1690,1695.59,1676.06,1681.93,21665.09338,25743
26/03/2021 21:00,ETH/USDT,1663.77,1691.72,1663.17,1689.99,15836.75045,28836
26/03/2021 20:00,ETH/USDT,1664.4,1675.17,1661.77,1663.6,20652.45209,24417
26/03/2021 19:00,ETH/USDT,1658.65,1665.97,1654.35,1664.4,13084.29984,16469
26/03/2021 18:00,ETH/USDT,1663.84,1666.81,1652.98,1658.51,16114.94635,19847
26/03/2021 17:00,ETH/USDT,1666.15,1668.87,1656.6,1663.67,19834.35304,22499
26/03/2021 16:00,ETH/USDT,1641.28,1667.76,1634.31,1666.27,33527.38659,39355
26/03/2021 15:00,ETH/USDT,1644.25,1646.6,1636,1641.28,15726.14041,19893
26/03/2021 14:00,ETH/USDT,1647.83,1651,1639,1644.18,19835.96202,37488
26/03/2021 13:00,ETH/USDT,1634.62,1650.78,1627.33,1647.73,28584.85082,32941
26/03/2021 12:00,ETH/USDT,1617.81,1635,1612.91,1634.62,22717.55018,31079
26/03/2021 11:00,ETH/USDT,1623.56,1626.41,1612.32,1617.82,25203.84993,34512
26/03/2021 10:00,ETH/USDT,1618.77,1626.83,1616.09,1623.56,18721.39988,27716
26/03/2021 09:00,ETH/USDT,1626.62,1631,1615.53,1618.77,21711.52265,23732
26/03/2021 08:00,ETH/USDT,1629.32,1637.1,1622.4,1626.62,28151.49306,31012
26/03/2021 07:00,ETH/USDT,1617.02,1636.51,1610.21,1629.54,29752.17865,31540
26/03/2021 06:00,ETH/USDT,1623.49,1624,1614.01,1617.17,16439.62892,18062
26/03/2021 05:00,ETH/USDT,1619.42,1626.78,1617,1623.49,19769.23933,19209
26/03/2021 04:00,ETH/USDT,1618.73,1623.47,1610.01,1619.41,16165.90006,17258
26/03/2021 03:00,ETH/USDT,1613.34,1625.5,1613.34,1618.73,18010.30028,39884
26/03/2021 02:00,ETH/USDT,1627.08,1628.67,1610,1613.33,19884.55935,28574
26/03/2021 01:00,ETH/USDT,1620.46,1628.67,1616.17,1627.09,22452.95076,23458
26/03/2021 00:00,ETH/USDT,1585.83,1628.96,1585.79,1620.51,31386.50933,33710
25/03/2021 23:00,ETH/USDT,1583.19,1594.61,1581.49,1585.74,16456.44841,40200
25/03/2021 22:00,ETH/USDT,1609.87,1616.51,1577.31,1583.21,28770.08594,32788
25/03/2021 21:00,ETH/USDT,1603.06,1610.52,1596.87,1609.86,9808.67303,16981
25/03/2021 20:00,ETH/USDT,1605.14,1613.62,1599.28,1603.14,19315.23572,23022
25/03/2021 19:00,ETH/USDT,1612.58,1615.89,1600.74,1605.05,18441.49518,22471
25/03/2021 18:00,ETH/USDT,1603.84,1619,1599.68,1612.39,26171.33493,27561
25/03/2021 17:00,ETH/USDT,1593.1,1609,1587,1603.84,23697.31806,24954
25/03/2021 16:00,ETH/USDT,1594.95,1605.25,1570,1592.87,43668.35439,49853
25/03/2021 15:00,ETH/USDT,1600.03,1603.74,1579.12,1594.95,37445.48657,38812
25/03/2021 14:00,ETH/USDT,1597.69,1613.68,1594.16,1600.02,35847.80641,36223
25/03/2021 13:00,ETH/USDT,1577.51,1602.9,1561.69,1597.61,40543.01832,45767
25/03/2021 12:00,ETH/USDT,1592.45,1601.03,1554.32,1577.5,65367.52351,72168
25/03/2021 11:00,ETH/USDT,1618.64,1622,1592.26,1592.46,34220.76077,30406
25/03/2021 10:00,ETH/USDT,1610.62,1619,1598.27,1618.76,25381.25582,26005
25/03/2021 09:00,ETH/USDT,1597.05,1612.5,1590.72,1610.48,24960.94572,26262
25/03/2021 08:00,ETH/USDT,1573.95,1604.79,1572.65,1597.05,30390.6923,33595
25/03/2021 07:00,ETH/USDT,1596.85,1598.56,1572.48,1573.96,24699.39022,26852
25/03/2021 06:00,ETH/USDT,1587,1599,1585.84,1596.85,22870.83292,26421
25/03/2021 05:00,ETH/USDT,1573.67,1592,1570.59,1587.16,24822.50997,24196
25/03/2021 04:00,ETH/USDT,1572.22,1582.88,1564,1573.76,18634.98459,20180
25/03/2021 03:00,ETH/USDT,1571.84,1582.41,1560.63,1572.15,22842.77733,25081
25/03/2021 02:00,ETH/USDT,1555.29,1580.59,1549.4,1571.84,40817.14247,39278
25/03/2021 01:00,ETH/USDT,1591.48,1593.5,1553.12,1555.1,36928.43493,36847
25/03/2021 00:00,ETH/USDT,1581.88,1597.94,1572.61,1591.48,29594.49507,32292
24/03/2021 23:00,ETH/USDT,1587.26,1597.92,1575.1,1581.84,35852.87193,65761
24/03/2021 22:00,ETH/USDT,1612.93,1612.93,1536.92,1587.56,95982.37888,105063
24/03/2021 21:00,ETH/USDT,1612.79,1620.79,1596.42,1613.08,42014.21131,82465
24/03/2021 20:00,ETH/USDT,1635.35,1637.4,1580.18,1612.58,82916.96558,103909
24/03/2021 19:00,ETH/USDT,1666.36,1673.4,1624.09,1635.56,51148.93279,66970
24/03/2021 18:00,ETH/USDT,1695.28,1700.45,1666,1666.36,28378.67023,36049
24/03/2021 17:00,ETH/USDT,1701,1708.7,1694.24,1695.36,24482.63038,44175
24/03/2021 16:00,ETH/USDT,1721.33,1726.02,1700.4,1701,25975.22591,59156
24/03/2021 15:00,ETH/USDT,1722.51,1728.64,1712.65,1721.33,24977.54398,29852
24/03/2021 14:00,ETH/USDT,1724,1728.28,1719.75,1722.51,15534.82423,20608
24/03/2021 13:00,ETH/USDT,1732.36,1736,1715.4,1723.99,27217.8143,28556
24/03/2021 12:00,ETH/USDT,1714.83,1740.86,1714.82,1732.36,37851.42147,41772
24/03/2021 11:00,ETH/USDT,1716.09,1717.79,1706.82,1714.86,17847.5353,21220
24/03/2021 10:00,ETH/USDT,1711.68,1719.19,1707.7,1716,17955.2311,20917
24/03/2021 09:00,ETH/USDT,1712.02,1719,1707.97,1711.68,19655.22972,23089
24/03/2021 08:00,ETH/USDT,1695.19,1718,1695,1712.02,32592.69237,60808
24/03/2021 07:00,ETH/USDT,1682.27,1701,1681.21,1695.16,26589.90081,29979
24/03/2021 06:00,ETH/USDT,1672.86,1686.58,1660,1682.22,26861.18416,28135
24/03/2021 05:00,ETH/USDT,1677.77,1683.83,1668.57,1672.85,16968.6475,18344
24/03/2021 04:00,ETH/USDT,1678.89,1688.87,1669.76,1677.8,18761.33851,19272
24/03/2021 03:00,ETH/USDT,1678.09,1685,1672.76,1678.89,16234.19365,18839
24/03/2021 02:00,ETH/USDT,1674,1682.52,1669.74,1678.09,14750.27986,16311
24/03/2021 01:00,ETH/USDT,1654.14,1678.18,1651.24,1674.01,20214.65297,21218
24/03/2021 00:00,ETH/USDT,1668.2,1679.69,1647.52,1654.13,33070.14699,32074
23/03/2021 23:00,ETH/USDT,1665.3,1678.71,1663.28,1668.08,16111.46922,20248
23/03/2021 22:00,ETH/USDT,1667.8,1681.8,1663,1665.18,29666.78623,28348
23/03/2021 21:00,ETH/USDT,1672.63,1678.05,1658.5,1667.81,25125.36225,31326
23/03/2021 20:00,ETH/USDT,1705.66,1707.47,1670,1672.41,22626.99663,27974
23/03/2021 19:00,ETH/USDT,1707.13,1713.35,1692.91,1705.86,22584.0772,28686
23/03/2021 18:00,ETH/USDT,1715.51,1721.17,1706,1707.14,19676.62221,22951
23/03/2021 17:00,ETH/USDT,1710.22,1718.3,1706.75,1715.51,19188.33392,23006
23/03/2021 16:00,ETH/USDT,1702.93,1719.78,1692.46,1710.02,31196.05558,32520
23/03/2021 15:00,ETH/USDT,1707.53,1712.91,1701.27,1702.93,19444.15487,22447
23/03/2021 14:00,ETH/USDT,1708.44,1712.99,1690,1707.48,24395.52688,29438
23/03/2021 13:00,ETH/USDT,1705.1,1717.03,1702.11,1708.23,26869.02623,29738
23/03/2021 12:00,ETH/USDT,1687.34,1712.1,1687.08,1705.11,30493.12823,32696
23/03/2021 11:00,ETH/USDT,1689.75,1696.92,1680.13,1687.35,20610.275,23324
23/03/2021 10:00,ETH/USDT,1687.29,1693.38,1683.96,1689.75,16107.35636,21552
23/03/2021 09:00,ETH/USDT,1681.33,1690.89,1678.02,1687.3,16121.0601,20967
23/03/2021 08:00,ETH/USDT,1679.34,1684.01,1666.66,1681.33,22383.57135,25024
23/03/2021 07:00,ETH/USDT,1655.38,1682.81,1655.37,1679.36,23828.62542,26998
23/03/2021 06:00,ETH/USDT,1677.7,1679.83,1650,1655.38,39663.73693,43666
23/03/2021 05:00,ETH/USDT,1695.24,1697.19,1665.23,1677.7,35258.96718,37883
23/03/2021 04:00,ETH/USDT,1702.24,1705.17,1687.02,1695.31,17198.63897,21931
23/03/2021 03:00,ETH/USDT,1692.49,1702.62,1687.54,1702.19,17165.381,19976
23/03/2021 02:00,ETH/USDT,1708.14,1711.05,1689.12,1692.49,23581.47247,26114
23/03/2021 01:00,ETH/USDT,1692.31,1714,1687.27,1708.14,25655.53687,26041
23/03/2021 00:00,ETH/USDT,1681.17,1694.73,1667.24,1692.53,32261.83479,31561
22/03/2021 23:00,ETH/USDT,1695.29,1703.14,1680.47,1680.97,29171.6148,51410
22/03/2021 22:00,ETH/USDT,1679.77,1695.34,1655.15,1695.13,43534.48969,46854
22/03/2021 21:00,ETH/USDT,1677.21,1693.95,1660.01,1679.77,40869.12138,57096
22/03/2021 20:00,ETH/USDT,1737.76,1746,1675.59,1677.08,74073.84185,93920
22/03/2021 19:00,ETH/USDT,1772.2,1773.98,1737.37,1737.86,42024.84901,52389
22/03/2021 18:00,ETH/USDT,1780.88,1783.43,1767.39,1772.2,17506.89202,23570
22/03/2021 17:00,ETH/USDT,1773.81,1782.66,1767.68,1780.66,17571.08026,24015
22/03/2021 16:00,ETH/USDT,1778.79,1783.04,1757.82,1773.84,30590.83727,35479
22/03/2021 15:00,ETH/USDT,1779.12,1785.97,1776,1778.63,14443.86853,22162
22/03/2021 14:00,ETH/USDT,1777.67,1785.3,1773.27,1779.12,17056.69407,25319
22/03/2021 13:00,ETH/USDT,1782.91,1790,1766.32,1777.66,26522.68285,30444
22/03/2021 12:00,ETH/USDT,1795.54,1797.71,1774.74,1782.91,20696.70803,26554
22/03/2021 11:00,ETH/USDT,1793.8,1804,1790.26,1795.49,13343.88644,21069
22/03/2021 10:00,ETH/USDT,1782.08,1807.51,1778.75,1793.71,27722.00683,33351
22/03/2021 09:00,ETH/USDT,1780.29,1782.81,1773.81,1782.09,18410.09044,74037
22/03/2021 08:00,ETH/USDT,1789.17,1790.98,1778.13,1780.3,15051.20302,44380
22/03/2021 07:00,ETH/USDT,1789.69,1796.85,1783.74,1789.16,13797.653,18311
22/03/2021 06:00,ETH/USDT,1788.72,1796.07,1788.42,1789.24,11199.34073,26817
22/03/2021 05:00,ETH/USDT,1788.49,1794.23,1781.22,1788.72,12950.72583,16792
22/03/2021 04:00,ETH/USDT,1783.14,1789.5,1779.5,1788.49,17970.04772,27745
22/03/2021 03:00,ETH/USDT,1770.97,1788.11,1769.67,1782.93,18203.12456,54023
22/03/2021 02:00,ETH/USDT,1763.7,1774.86,1756.09,1770.98,15562.56976,18356
22/03/2021 01:00,ETH/USDT,1757.49,1767.12,1752.95,1763.58,19350.86177,23928
22/03/2021 00:00,ETH/USDT,1783.23,1786.35,1754.01,1757.44,25103.30095,31955
21/03/2021 23:00,ETH/USDT,1785.75,1792.38,1776.43,1782.98,15428.4597,22755
21/03/2021 22:00,ETH/USDT,1809.05,1809.14,1785.06,1785.83,14776.34239,23837
21/03/2021 21:00,ETH/USDT,1798.04,1809.25,1796.5,1809.06,10959.29122,54432
21/03/2021 20:00,ETH/USDT,1795.99,1802.34,1793.36,1798.04,16133.36175,38503
21/03/2021 19:00,ETH/USDT,1793.17,1797.88,1793.05,1795.97,15365.96952,30740
21/03/2021 18:00,ETH/USDT,1788.86,1796.67,1784.13,1793.19,12996.09629,39170
21/03/2021 17:00,ETH/USDT,1780.51,1789.49,1779.33,1788.87,12599.55442,17985
21/03/2021 16:00,ETH/USDT,1789.43,1791.41,1776,1780.55,19514.20948,22745
21/03/2021 15:00,ETH/USDT,1785.06,1797.36,1784.83,1789.44,15413.28633,20692
21/03/2021 14:00,ETH/USDT,1784.87,1787.21,1782.87,1785.05,14646.90867,16861
21/03/2021 13:00,ETH/USDT,1768,1789,1768,1784.88,29416.81389,30007
21/03/2021 12:00,ETH/USDT,1772.57,1772.57,1758.35,1767.94,19506.1112,58756
21/03/2021 11:00,ETH/USDT,1768.13,1774.49,1758.41,1772.52,19692.18954,57324
21/03/2021 10:00,ETH/USDT,1763.79,1773.89,1759.18,1768.12,19604.9443,23584
21/03/2021 09:00,ETH/USDT,1784.72,1785.85,1747,1763.88,36997.56221,42644
21/03/2021 08:00,ETH/USDT,1779.33,1786.16,1775.53,1784.72,14029.53694,19482
21/03/2021 07:00,ETH/USDT,1774.69,1784.15,1774.21,1779.33,11631.25213,15433
21/03/2021 06:00,ETH/USDT,1776.93,1786.7,1767.11,1774.68,20769.32622,22741
21/03/2021 05:00,ETH/USDT,1769.75,1779.4,1768.55,1776.94,17297.2184,22069
21/03/2021 04:00,ETH/USDT,1787.12,1788.25,1766.21,1769.8,29006.31377,34150
21/03/2021 03:00,ETH/USDT,1783.23,1790,1777.69,1787.12,16857.76433,19762
21/03/2021 02:00,ETH/USDT,1801.18,1801.22,1775.71,1783.24,30532.32006,34287
21/03/2021 01:00,ETH/USDT,1804.27,1810.9,1793.49,1801.07,19191.19654,38899
21/03/2021 00:00,ETH/USDT,1806.57,1817.16,1785.99,1804.27,33587.95819,41942
20/03/2021 23:00,ETH/USDT,1828.21,1828.21,1802.02,1806.1,30771.55489,33435
20/03/2021 22:00,ETH/USDT,1833.53,1839.01,1826.91,1828.24,13687.82216,18912
20/03/2021 21:00,ETH/USDT,1827.38,1834.94,1824,1833.52,7967.47782,17230
20/03/2021 20:00,ETH/USDT,1847.85,1848.59,1820.22,1827.39,28907.40026,37295
20/03/2021 19:00,ETH/USDT,1843.78,1851.85,1842.78,1847.84,10289.53903,60304
20/03/2021 18:00,ETH/USDT,1845,1851.74,1843.27,1843.43,11116.5166,36822
20/03/2021 17:00,ETH/USDT,1843.58,1848.26,1839.17,1844.99,13047.31091,21086
20/03/2021 16:00,ETH/USDT,1855.39,1859.28,1841.19,1843.58,20057.78082,27924
20/03/2021 15:00,ETH/USDT,1851.12,1858.38,1850.39,1855.24,17951.23007,23718
20/03/2021 14:00,ETH/USDT,1844.01,1851.75,1836.75,1851.13,24099.09162,69414
